zona,area_quartos,enderecos_lista,aluguel
leste,69 m² construídos2 quartos,"Avenida Ibiuna, Vila Aricanduva, São Paulo Zona Leste, São Paulo",900
leste,260 m² construídos3 quartos,"Jardim Jaú (zona Leste), São Paulo Zona Leste, São Paulo",5.000
leste,100 m² construídos2 quartos,"Rua Senador Georgino Avelino, Itaquera, São Paulo Zona Leste, São Paulo",1.958
leste,70 m² construídos2 quartos,"Rua Ivaí, Tatuapé, São Paulo Zona Leste, São Paulo",2.060
leste,54 m² construídos1 quarto,"Rua Almadina, Itaquera, São Paulo Zona Leste, São Paulo",1.000
leste,58 m² construídos2 quartos,"Avenida Vila Ema, Vila Ema, São Paulo Zona Leste, São Paulo",2.000
leste,60 m² construídos2 quartos,"Rua Alves De Almeida, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.400
leste,48 m² construídos2 quartos,"Avenida Antônio Diogo, Vila Ré, São Paulo Zona Leste, São Paulo",1.100
leste,40 m² construídos1 quarto,"Avenida Celso Garcia, Tatuapé, São Paulo Zona Leste, São Paulo",1.200
leste,45 m² construídos1 quarto,"Avenida Celso Garcia, Tatuapé, São Paulo Zona Leste, São Paulo",1.200
leste,75 m² construídos3 quartos,"Rua Vinte E Nove De Outubro, Vila Matilde, São Paulo Zona Leste, São Paulo",1.700
leste,55 m² construídos2 quartos,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1.530
leste,65 m² construídos2 quartos,"Rua Professor Pedreira De Freitas, Tatuapé, São Paulo Zona Leste, São Paulo",1.575
leste,70 m² construídos2 quartos,"R. Nélio Batista Guimarães, 119 - Parque Boturussu, São Paulo - Sp, 03802-005, Brasil, Parque Boturussu, São Paulo Zona Leste, São Paulo",1.300
leste,69 m² construídos2 quartos,"Rua Sete De Outubro, Chácara Califórnia, São Paulo Zona Leste, São Paulo",1.800
leste,38 m² construídos2 quartos,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.000
leste,90 m² construídos1 quarto,"Avenida Regente Feijó, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3.600
leste,56 m² construídos2 quartos,"Avenida Nicolau Jacinto, Jardim Artur Alvim, São Paulo Zona Leste, São Paulo",787
leste,50 m² construídos1 quarto,"Rua Alonso Calhamares, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",3.300
leste,65 m² construídos3 quartos,"Rua Pedro Malaquias, Vila Carrão, São Paulo Zona Leste, São Paulo",1.530
leste,100 m² construídos3 quartos,"Rua Curimataú, União De Vila Nova, São Paulo Zona Leste, São Paulo",1.150
leste,38 m² construídos1 quarto,"Avenida Do Estado, Moóca, São Paulo Zona Leste, São Paulo",1.120
leste,48 m² construídos2 quartos,"Rua Ribeira Do Pombal, Vila Silvia, São Paulo Zona Leste, São Paulo",1.000
leste,45 m² construídos2 quartos,"Avenida Doutor Francisco Mesquita, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1.610
leste,48 m² construídos2 quartos,"Rua Rosas De Maio, Altos De Vila Prudente, São Paulo Zona Leste, São Paulo",1.250
leste,65 m² construídos2 quartos,"Avenida Gabriela Mistral, Penha De Franca, São Paulo Zona Leste, São Paulo",1.300
leste,54 m² construídos2 quartos,"Rua Francisco Rodrigues Seckler, Vila Taquari, São Paulo Zona Leste, São Paulo",1.000
leste,52 m² construídos2 quartos,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1.648
leste,93 m² construídos3 quartos,"Rua Itapura, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2.400
leste,55 m² construídos2 quartos,"Rua Lucinda Gomes Barreto, Vila Nova Manchester, São Paulo Zona Leste, São Paulo",1.602
leste,38 m² construídos2 quartos,"Rua Miguel De Cabedo, Cidade Líder, São Paulo Zona Leste, São Paulo",1.250
leste,50 m² construídos1 quarto,"Rua Campo Das Pitangueiras, Cidade Satélite Santa Bárbara, São Paulo Zona Leste, São Paulo",730
leste,46 m² construídos2 quartos,"Rua Damásio Pinto, Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",1.200
leste,50 m² construídos2 quartos,"Rua Bruno Cavalcanti Feder, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1.400
leste,35 m² construídos1 quarto,"Rua Leopoldo De Freitas, Vila Centenário, São Paulo Zona Leste, São Paulo",1.000
leste,30 m² construídos1 quarto,"Rua Rainha-da-noite, Parque Guarani, São Paulo Zona Leste, São Paulo",950
leste,180 m² construídos3 quartos,"Rua Marquês Do Lavradio, Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",4.000
leste,73 m² construídos2 quartos,"Rua Cachoeri, Vila Oratório, São Paulo Zona Leste, São Paulo",1.530
leste,30 m² construídos1 quarto,"Rua Ipanema, Moóca, São Paulo Zona Leste, São Paulo",1.200
leste,60 m² construídos2 quartos,"Rua Ettore Ximenes, Vila Prudente, São Paulo Zona Leste, São Paulo",2.800
leste,38 m² construídos1 quarto,"Rua Frei Agostinho De Jesus, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.100
leste,140 m² construídos2 quartos,"Rua Napagoé, Vila Califórnia, São Paulo Zona Leste, São Paulo",3.417
leste,45 m² construídos2 quartos,"Rua Padre Gabriel De Campos, Conjunto Habitacional Padre Manoel Da Nóbrega, São Paulo Zona Leste, São Paulo",900
leste,50 m² construídos1 quarto,"Rua Professor Antônio De Castro Lopes, Parque Boturussu, São Paulo Zona Leste, São Paulo",824
leste,51 m² construídos2 quartos,"Avenida Cipriano Rodrigues, Vila Formosa, São Paulo Zona Leste, São Paulo",1.400
leste,50 m² construídos2 quartos,"Rua Charles King, Conjunto Habitacional Teotonio Vilela, São Paulo Zona Leste, São Paulo",795
leste,80 m² construídos3 quartos,"Rua Guilherme De Oliveira Sá, Parque Boturussu, São Paulo Zona Leste, São Paulo",1.600
leste,47 m² construídos2 quartos,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",1.751
leste,33 m² construídos1 quarto,"Rua José Mascarenhas, Vila Matilde, São Paulo Zona Leste, São Paulo",1.000
leste,88 m² construídos3 quartos,"Rua Taquarytinga, Alto Da Mooca, São Paulo Zona Leste, São Paulo",4.000
leste,90 m² construídos3 quartos,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1.500
leste,95 m² construídos3 quartos,"Rua Antônio Moura Andrade, Itaquera, São Paulo Zona Leste, São Paulo",1.635
leste,50 m² construídos2 quartos,"Rua Das Lobélias, Vila Bela, São Paulo Zona Leste, São Paulo",1.750
leste,40 m² construídos1 quarto,"Rua Dona Ana Araújo De Paula, Vila Santa Clara, São Paulo Zona Leste, São Paulo",735
leste,52 m² construídos2 quartos,"Rua Costa Barros, Sítio Pinheirinho, São Paulo Zona Leste, São Paulo",1.100
leste,55 m² construídos1 quarto,"Rua Pérsio Azevedo, Penha De Franca, São Paulo Zona Leste, São Paulo",1.300
leste,385 m² construídos4 quartos,"Rua Iolanda, Moóca, São Paulo Zona Leste, São Paulo",4.200
leste,43 m² construídos1 quarto,"Praça Conceição Do Herval, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.100
leste,148 m² construídos3 quartos,"Rua José Vicente Ferreira, Engenheiro Goulart, São Paulo Zona Leste, São Paulo",2.700
leste,30 m² construídos1 quarto,"Rua Figueira Da Polinésia, Jardim Matarazzo, São Paulo Zona Leste, São Paulo",500
leste,57 m² construídos1 quarto,"Rua Marquês De Valença, Alto Da Mooca, São Paulo Zona Leste, São Paulo",1.300
leste,52 m² construídos2 quartos,"Praça Nossa Senhora Da Anunciação, Vila Guilhermina, São Paulo Zona Leste, São Paulo",1.500
leste,120 m² construídos3 quartos,"Rua Antônio Neves, Vila Belo Horizonte, São Paulo Zona Leste, São Paulo",1.900
leste,63 m² construídos3 quartos,"Rua Engenheiro Guilherme Cristiano Frender, Vila Antonieta, São Paulo Zona Leste, São Paulo",1.442
leste,187 m² construídos3 quartos,"Rua Monte Serrat, Tatuapé, São Paulo Zona Leste, São Paulo",3.400
leste,67 m² construídos2 quartos,"Rua Dos Continentes, Vila Ré, São Paulo Zona Leste, São Paulo",1.600
leste,35 m² construídos1 quarto,"Rua Ibirajuba, Vila Silvia, São Paulo Zona Leste, São Paulo",890
leste,140 m² construídos3 quartos,"Rua Conde Prates, Parque Da Mooca, São Paulo Zona Leste, São Paulo",1.950
leste,72 m² construídos2 quartos,"Rua Siria, Parque São Jorge, São Paulo Zona Leste, São Paulo",1.500
leste,43 m² construídos2 quartos,"Rua Lino Petenoni, Vila Paranaguá, São Paulo Zona Leste, São Paulo",1.300
leste,70 m² construídos2 quartos,"Rua Assis Vasconcelos, Jardim Record, São Paulo Zona Leste, São Paulo",1.275
leste,38 m² construídos1 quarto,"Rua Frei Agostinho De Jesus, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.250
leste,38 m² construídos1 quarto,"Rua Frei Agostinho De Jesus, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.100
leste,51 m² construídos2 quartos,"Rua Francisco Rossano, Sítio Da Figueira, São Paulo Zona Leste, São Paulo",1.350
leste,38 m² construídos1 quarto,"Rua Frei Agostinho De Jesus, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.100
leste,70 m² construídos2 quartos,"Rua São Firmino, Limoeiro, São Paulo Zona Leste, São Paulo",1.450
leste,115 m² construídos2 quartos,"Rua Francisco Marengo, Tatuapé, São Paulo Zona Leste, São Paulo",2.700
leste,55 m² construídos2 quartos,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.300
leste,58 m² construídos2 quartos,"Rua Pirassununga, Vila Bertioga, São Paulo Zona Leste, São Paulo",1.600
leste,65 m² construídos2 quartos,"Rua Baía Grande, Vila Bela, São Paulo Zona Leste, São Paulo",1.854
leste,60 m² construídos2 quartos,"Rua Porto Alegre, Vila Bertioga, São Paulo Zona Leste, São Paulo",1.644
leste,80 m² construídos2 quartos,"Rua Cantagalo, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",1.450
leste,54 m² construídos2 quartos,"Rua Alora, Jardim Arize, São Paulo Zona Leste, São Paulo",1.200
leste,32 m² construídos1 quarto,"Rua Catumbi, Catumbi, São Paulo Zona Leste, São Paulo",1.600
leste,75 m² construídos2 quartos,"Alameda Dos Jurupis, Limoeiro, São Paulo Zona Leste, São Paulo",3.999
leste,134 m² construídos3 quartos,"Rua João De Canha, Moóca, São Paulo Zona Leste, São Paulo",2.712
leste,67 m² construídos2 quartos,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",2.958
leste,116 m² construídos3 quartos,"Rua Ângelo Cori, Vila Robertina, São Paulo Zona Leste, São Paulo",2.700
leste,100 m² construídos3 quartos,"Rua Folha De Santana, Vila Jacuí, São Paulo Zona Leste, São Paulo",1.250
leste,90 m² construídos3 quartos,"Rua Sebastião Barbosa, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",1.720
leste,57 m² construídos3 quartos,"Rua Pascoal Ranieri Mazzilli, Vila Miami, São Paulo Zona Leste, São Paulo",3.000
leste,50 m² construídos2 quartos,"Rua Dianópolis, Parque Da Mooca, São Paulo Zona Leste, São Paulo",1.734
leste,131 m² construídos3 quartos,"Rua Isaac Tabacow, Vila Granada, São Paulo Zona Leste, São Paulo",2.575
leste,200 m² construídos3 quartos,"Rua Doutor Renato Maia, Jardim Jaú (zona Leste), São Paulo Zona Leste, São Paulo",2.900
leste,55 m² construídos4 quartos,"Avenida Itaquera, Vila Carmosina, São Paulo Zona Leste, São Paulo",1.800
leste,67 m² construídos2 quartos,"Rua Apadana, Vila Talarico, São Paulo Zona Leste, São Paulo",1.400
leste,45 m² construídos2 quartos,"Rua Cajuru, Belenzinho, São Paulo Zona Leste, São Paulo",2.200
leste,43 m² construídos2 quartos,"Avenida Doutor Bernardino Brito Fonseca De Carvalho, Vila Talarico, São Paulo Zona Leste, São Paulo",1.545
leste,62 m² construídos2 quartos,"Rua Antônio Xavier De Matos, Engenheiro Goulart, São Paulo Zona Leste, São Paulo",1.100
leste,65 m² construídos2 quartos,"Rua Doutor Pelágio Marques, Vila Matilde, São Paulo Zona Leste, São Paulo",1.260
leste,84 m² construídos2 quartos,"Avenida Nicolau Jacinto, Jardim Artur Alvim, São Paulo Zona Leste, São Paulo",1.600
leste,48 m² construídos1 quarto,"Rua Das Nemésias, Jardim Casa Pintada, São Paulo Zona Leste, São Paulo",700
leste,160 m² construídos3 quartos,"Rua Santa Lúcia, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",3.800
leste,40 m² construídos1 quarto,"Rua São Célso, Vila Domitila, São Paulo Zona Leste, São Paulo",700
leste,30 m² construídos1 quarto,"Avenida Rio Branco, Lajeado, São Paulo Zona Leste, São Paulo",1.000
leste,55 m² construídos2 quartos,"Avenida Alberto Ramos, Jardim Independencia, São Paulo Zona Leste, São Paulo",1.600
leste,65 m² construídos2 quartos,"Rua Curupacê, Moóca, São Paulo Zona Leste, São Paulo",1.699
leste,70 m² construídos3 quartos,"Rua Doutor Edgar Garcia Vieira, Vila Matilde, São Paulo Zona Leste, São Paulo",2.500
leste,60 m² construídos2 quartos,"Rua Teodoro Mascarenhas, Vila Matilde, São Paulo Zona Leste, São Paulo",1.250
leste,32 m² construídos1 quarto,"Rua Jarinu, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",1.440
leste,34 m² construídos1 quarto,"Rua Henrique Sertório, Tatuapé, São Paulo Zona Leste, São Paulo",2.000
leste,45 m² construídos2 quartos,"Rua Tapanhuma, Vila Mafra, São Paulo Zona Leste, São Paulo",1.400
leste,60 m² construídos3 quartos,"Rua Pôrto Xavier, Vila Carmosina, São Paulo Zona Leste, São Paulo",3.200
leste,50 m² construídos1 quarto,"Rua Felício Geraldo Nicolau, Vila Carrão, São Paulo Zona Leste, São Paulo",1.100
leste,57 m² construídos1 quarto,"Rua Antero De Quental, Vila Santa Clara, São Paulo Zona Leste, São Paulo",1.530
leste,43 m² construídos1 quarto,"Rua Marquês De Valença, Alto Da Mooca, São Paulo Zona Leste, São Paulo",1.300
leste,30 m² construídos1 quarto,"Rua Pedra Lavrada, Parque Císper, São Paulo Zona Leste, São Paulo",816
leste,50 m² construídos2 quartos,"Rua Olegário De Oliveira, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",1.100
leste,250 m² construídos3 quartos,"Rua Monsenhor Francisco De Paula, Vila Aricanduva, São Paulo Zona Leste, São Paulo",2.700
leste,120 m² construídos2 quartos,"Rua Carlito, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",4.500
leste,170 m² construídos2 quartos,"Rua Camé, Moóca, São Paulo Zona Leste, São Paulo",3.296
leste,400 m² construídos4 quartos,"Rua Manuel Vieira De Sousa, Moóca, São Paulo Zona Leste, São Paulo",7.000
leste,90 m² construídos2 quartos,"Rua Maria Carlota, Vila Esperança, São Paulo Zona Leste, São Paulo",1.600
leste,78 m² construídos2 quartos,"Rua Iná, Itaquera, São Paulo Zona Leste, São Paulo",1.300
leste,200 m² construídos3 quartos,"Rua Toledo Piza, Maranhão, São Paulo Zona Leste, São Paulo",5.000
leste,122 m² construídos2 quartos,"Rua Industrial, Vila Bela, São Paulo Zona Leste, São Paulo",2.015
leste,47 m² construídos2 quartos,"Rua Costa Barros, Sítio Pinheirinho, São Paulo Zona Leste, São Paulo",1.133
leste,150 m² construídos3 quartos,"Rua Major Ângelo Zanchi, Penha De Franca, São Paulo Zona Leste, São Paulo",2.850
leste,190 m² construídos3 quartos,"Alameda Rainha Santa, Vila Carrão, São Paulo Zona Leste, São Paulo",6.300
leste,55 m² construídos2 quartos,"Rua Carneiro Leão, Moóca, São Paulo Zona Leste, São Paulo",1.600
leste,183 m² construídos4 quartos,"Rua Professora Sebastiana Silva Minhoto, Tatuapé, São Paulo Zona Leste, São Paulo",5.500
leste,50 m² construídos3 quartos,"Avenida Vila Ema, Vila Ema, São Paulo Zona Leste, São Paulo",1.575
leste,110 m² construídos3 quartos,"Rua Dos Donatários, Moóca, São Paulo Zona Leste, São Paulo",3.500
leste,40 m² construídos2 quartos,"Rua Maria Carlota, Vila Esperança, São Paulo Zona Leste, São Paulo",1.100
leste,50 m² construídos1 quarto,"Rua Das Uajarás, Jardim São João (zona Leste), São Paulo Zona Leste, São Paulo",1.100
leste,200 m² construídos4 quartos,"Rua Alto Cafezal, Jardim Record, São Paulo Zona Leste, São Paulo",2.754
leste,180 m² construídos4 quartos,"Rua Raimundo Machado, Jardim Cotinha, São Paulo Zona Leste, São Paulo",2.300
leste,28 m² construídos1 quarto,"Rua Dos Estudantes, Jardim Nélia, São Paulo Zona Leste, São Paulo",2.100
leste,298 m² construídos3 quartos,"Rua Doutor Benedito Gomes Da Silva, Sítio Da Figueira, São Paulo Zona Leste, São Paulo",3.600
leste,40 m² construídos1 quarto,"Avenida Cangaíba, Jardim Jaú (zona Leste), São Paulo Zona Leste, São Paulo",2.100
leste,45 m² construídos1 quarto,"Rua João Bizarro Da Nave, Vila Diva (zona Leste), São Paulo Zona Leste, São Paulo",700
leste,75 m² construídos3 quartos,"Rua Do Acre, Vila Bertioga, São Paulo Zona Leste, São Paulo",2.300
leste,65 m² construídos3 quartos,"Rua João Rodrigues Píres, Vila Carmem, São Paulo Zona Leste, São Paulo",1.734
leste,150 m² construídos2 quartos,"Rua Cantagalo, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2.415
leste,68 m² construídos3 quartos,"Avenida Alvaro Ramos, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.900
leste,125 m² construídos2 quartos,"Rua Candelária Romana, Belenzinho, São Paulo Zona Leste, São Paulo",2.600
leste,125 m² construídos1 quarto,"Rua Carlito, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.680
leste,51 m² construídos1 quarto,"Rua Capitão Pacheco E Chaves, Vila Prudente, São Paulo Zona Leste, São Paulo",1.184
leste,49 m² construídos2 quartos,"Rua Costa Barros, Vila Alpina, São Paulo Zona Leste, São Paulo",1.339
leste,58 m² construídos2 quartos,"Rua Elisa De Carvalho, Vila Matilde, São Paulo Zona Leste, São Paulo",1.300
leste,28 m² construídos1 quarto,"Rua General Bagnuolo, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1.100
leste,39 m² construídos1 quarto,"Avenida São Miguel, Vila Marieta, São Paulo Zona Leste, São Paulo",700
leste,35 m² construídos1 quarto,"Avenida São Miguel, Vila Marieta, São Paulo Zona Leste, São Paulo",700
leste,58 m² construídos2 quartos,"Rua Mogi Mirim, Vila Bertioga, São Paulo Zona Leste, São Paulo",2.300
leste,120 m² construídos3 quartos,"Rua Da Meação, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3.570
leste,154 m² construídos3 quartos,"Rua Xavier Gouveia, Parque Colonial, São Paulo Zona Leste, São Paulo",13.500
leste,90 m² construídos2 quartos,"Rua Embira, Jardim Popular, São Paulo Zona Leste, São Paulo",1.600
leste,57 m² construídos1 quarto,"Rua Almadina, Itaquera, São Paulo Zona Leste, São Paulo",1.400
leste,140 m² construídos3 quartos,"Rua Palmeira D#39oeste, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",3.300
leste,62 m² construídos2 quartos,"Rua Rêgo Barros, Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",1.530
leste,74 m² construídos3 quartos,"Rua Cristóvão Girão, Vila Formosa, São Paulo Zona Leste, São Paulo",2.700
leste,70 m² construídos2 quartos,"Rua Marco Polo, Parque Boturussu, São Paulo Zona Leste, São Paulo",1.400
leste,142 m² construídos3 quartos,"Rua Visconde De Sabóia, Vila Macedópolis, São Paulo Zona Leste, São Paulo",2.000
leste,100 m² construídos3 quartos,"Rua Ministro Apolônio Salles, Jardim Tietê, São Paulo Zona Leste, São Paulo",1.300
leste,60 m² construídos2 quartos,"Rua Odorico Mendes, Moóca, São Paulo Zona Leste, São Paulo",2.200
leste,70 m² construídos3 quartos,"Avenida Doutor Orêncio Vidigal, Vila Carlos De Campos, São Paulo Zona Leste, São Paulo",2.266
leste,32 m² construídos1 quarto,"Rua Jarinu, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",1.440
leste,120 m² construídos3 quartos,"Rua Sargento Darcy Martins, Vila Antonieta, São Paulo Zona Leste, São Paulo",2.800
leste,385 m² construídos4 quartos,"Rua Xavier De Assis, Parque São Lucas, São Paulo Zona Leste, São Paulo",5.000
leste,36 m² construídos1 quarto,"Rua Isaura Vergueiro Naufel, Vila Nhocune, São Paulo Zona Leste, São Paulo",1.089
leste,210 m² construídos3 quartos,"Rua Joaquim Lopes Figueira, Moóca, São Paulo Zona Leste, São Paulo",7.000
leste,120 m² construídos3 quartos,"Rua São João Gualberto, Vila Mafra, São Paulo Zona Leste, São Paulo",1.800
leste,56 m² construídos2 quartos,"Rua Madre De Deus, Moóca, São Paulo Zona Leste, São Paulo",1.840
leste,170 m² construídos3 quartos,"Rua Plínio Réis, Vila Euthalia, São Paulo Zona Leste, São Paulo",2.900
leste,46 m² construídos1 quarto,"Praça Conceição Do Herval, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.100
leste,150 m² construídos3 quartos,"Rua Piranji, Vila Invernada, São Paulo Zona Leste, São Paulo",5.000
leste,55 m² construídos2 quartos,"Rua Bolívar Ribeiro Boaventura, Jardim Penha, São Paulo Zona Leste, São Paulo",1.751
leste,126 m² construídos3 quartos,"Rua Argonautas, Vila Formosa, São Paulo Zona Leste, São Paulo",3.000
leste,250 m² construídos3 quartos,"Rua Sousa Brasil, Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",4.000
leste,49 m² construídos1 quarto,"Praça Conceição Do Herval, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.150
leste,30 m² construídos1 quarto,"Rua Serra De Juréa, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",1.200
leste,43 m² construídos1 quarto,"Praça Conceição Do Herval, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.100
leste,38 m² construídos1 quarto,"Rua Jardim Das Margaridas, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",942
leste,47 m² construídos2 quartos,"Avenida Aricanduva, Vila Califórnia, São Paulo Zona Leste, São Paulo",1.300
leste,45 m² construídos1 quarto,"Praça Barão De Itaqui, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2.796
leste,50 m² construídos2 quartos,"Rua Das Antas, Conjunto Residencial Sitio Oratório, São Paulo Zona Leste, São Paulo",1.500
leste,90 m² construídos3 quartos,"Rua São Ticiano, Vila Formosa, São Paulo Zona Leste, São Paulo",5.000
leste,45 m² construídos2 quartos,"Avenida Doutor Francisco Mesquita, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",2.050
leste,50 m² construídos1 quarto,"Rua Zacarias De Gois, Parque Colonial, São Paulo Zona Leste, São Paulo",4.200
leste,170 m² construídos3 quartos,"Rua Vitoantonio Del Vecchio, Parque Da Mooca, São Paulo Zona Leste, São Paulo",5.200
leste,200 m² construídos2 quartos,"Rua Fioravante Lopes Garcia, Jardim Belém, São Paulo Zona Leste, São Paulo",2.000
leste,220 m² construídos3 quartos,"Rua Manuel Vieira De Sousa, Moóca, São Paulo Zona Leste, São Paulo",7.000
leste,78 m² construídos3 quartos,"Rua Euclides Pacheco, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",1.575
leste,132 m² construídos3 quartos,"Rua Luiz Gastão, Parque São Lucas, São Paulo Zona Leste, São Paulo",4.000
leste,150 m² construídos3 quartos,"Rua Xavier Gouvêia, Parque Colonial, São Paulo Zona Leste, São Paulo",12.000
leste,140 m² construídos3 quartos,"Travessa Armando Rivir, Vila Prudente, São Paulo Zona Leste, São Paulo",2.500
leste,60 m² construídos2 quartos,"Rua Natal Meira De Barros, Jardim Aricanduva, São Paulo Zona Leste, São Paulo",2.500
leste,54 m² construídos2 quartos,"Rua Vale Formoso, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.200
leste,52 m² construídos2 quartos,"Rua Vale Formoso, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.200
leste,70 m² construídos2 quartos,"Rua Itapura, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",1.648
leste,55 m² construídos2 quartos,"Rua Vale Formoso, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.250
leste,59 m² construídos2 quartos,"Rua Baguari, Tatuapé, São Paulo Zona Leste, São Paulo",2.244
leste,72 m² construídos3 quartos,"Rua Domingos Silva, Vila Laís, São Paulo Zona Leste, São Paulo",2.040
leste,64 m² construídos3 quartos,"Avenida Pires Do Rio, Vila Taquari, São Paulo Zona Leste, São Paulo",1.900
leste,50 m² construídos2 quartos,"Rua Pedro Bellegarde, Chácara Califórnia, São Paulo Zona Leste, São Paulo",1.750
leste,70 m² construídos2 quartos,"Rua Antônio Tertuliano, Parque Boturussu, São Paulo Zona Leste, São Paulo",1.200
leste,110 m² construídos2 quartos,"Rua Pereira Da Silva, Moóca, São Paulo Zona Leste, São Paulo",2.828
leste,50 m² construídos2 quartos,"Rua Serra Da Bocaina, Quarta Parada, São Paulo Zona Leste, São Paulo",2.270
leste,60 m² construídos3 quartos,"Rua Serra Da Bocaina, Quarta Parada, São Paulo Zona Leste, São Paulo",2.060
leste,60 m² construídos2 quartos,"Rua Diamante Preto, Chácara Califórnia, São Paulo Zona Leste, São Paulo",1.650
leste,53 m² construídos2 quartos,"Rua General Bagnuolo, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",2.550
leste,180 m² construídos3 quartos,"Rua Francisco Zicardi, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",5.000
leste,75 m² construídos2 quartos,"Rua Javari, Moóca, São Paulo Zona Leste, São Paulo",2.200
leste,78 m² construídos2 quartos,"Rua João Teixeira Da Silva, Vila Invernada, São Paulo Zona Leste, São Paulo",2.400
leste,300 m² construídos4 quartos,"Rua Luís Pinto, Vila Carrão, São Paulo Zona Leste, São Paulo",5.500
leste,45 m² construídos2 quartos,"Rua Guirá-acangatara, Jardim São Francisco (zona Leste), São Paulo Zona Leste, São Paulo",1.600
leste,60 m² construídos1 quarto,"Rua Winifred, Vila Carrão, São Paulo Zona Leste, São Paulo",2.100
leste,30 m² construídos1 quarto,"Rua Vitoantonio Del Vecchio, Parque Da Mooca, São Paulo Zona Leste, São Paulo",3.200
leste,36 m² construídos1 quarto,"Rua Andrade Reis, Moóca, São Paulo Zona Leste, São Paulo",1.751
leste,67 m² construídos2 quartos,"Rua Ipanema, Moóca, São Paulo Zona Leste, São Paulo",2.300
leste,235 m² construídos3 quartos,"Rua São Roberto, Vila Marieta, São Paulo Zona Leste, São Paulo",3.060
leste,50 m² construídos2 quartos,"Avenida Olavo Egídio De Souza Aranha, Parque Císper, São Paulo Zona Leste, São Paulo",1.700
leste,38 m² construídos1 quarto,"Rua Frei Agostinho De Jesus, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.100
leste,48 m² construídos1 quarto,"Rua Lupianópolis, Jardim Maringá, São Paulo Zona Leste, São Paulo",850
leste,55 m² construídos2 quartos,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.200
leste,38 m² construídos2 quartos,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.000
leste,38 m² construídos2 quartos,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.000
leste,60 m² construídos2 quartos,"Avenida Jacu-pêssego, José Bonifácio, São Paulo Zona Leste, São Paulo",1.030
leste,45 m² construídos2 quartos,"Rua Tapanhuma, Vila Mafra, São Paulo Zona Leste, São Paulo",1.400
