zona,enderecos_lista,aluguel,area,quartos
leste,"Rua Antônio Neves, Vila Belo Horizonte, São Paulo Zona Leste, São Paulo",1.900,120.0,3.0
leste,"Rua Engenheiro Guilherme Cristiano Frender, Vila Antonieta, São Paulo Zona Leste, São Paulo",1.442,63.0,3.0
leste,"Rua Monte Serrat, Tatuapé, São Paulo Zona Leste, São Paulo",3.400,187.0,3.0
leste,"Rua Dos Continentes, Vila Ré, São Paulo Zona Leste, São Paulo",1.600,67.0,2.0
leste,"Rua Ibirajuba, Vila Silvia, São Paulo Zona Leste, São Paulo",890,35.0,1.0
leste,"Rua Conde Prates, Parque Da Mooca, São Paulo Zona Leste, São Paulo",1.950,140.0,3.0
leste,"Rua Siria, Parque São Jorge, São Paulo Zona Leste, São Paulo",1.500,72.0,2.0
leste,"Rua Lino Petenoni, Vila Paranaguá, São Paulo Zona Leste, São Paulo",1.300,43.0,2.0
leste,"Rua Assis Vasconcelos, Jardim Record, São Paulo Zona Leste, São Paulo",1.275,70.0,2.0
leste,"Rua Frei Agostinho De Jesus, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.250,38.0,1.0
leste,"Rua Frei Agostinho De Jesus, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.100,38.0,1.0
leste,"Rua Francisco Rossano, Sítio Da Figueira, São Paulo Zona Leste, São Paulo",1.350,51.0,2.0
leste,"Rua Frei Agostinho De Jesus, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.100,38.0,1.0
leste,"Rua São Firmino, Limoeiro, São Paulo Zona Leste, São Paulo",1.450,70.0,2.0
leste,"Rua Francisco Marengo, Tatuapé, São Paulo Zona Leste, São Paulo",2.700,115.0,2.0
leste,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.300,55.0,2.0
leste,"Rua Pirassununga, Vila Bertioga, São Paulo Zona Leste, São Paulo",1.600,58.0,2.0
leste,"Rua Baía Grande, Vila Bela, São Paulo Zona Leste, São Paulo",1.854,65.0,2.0
leste,"Rua Porto Alegre, Vila Bertioga, São Paulo Zona Leste, São Paulo",1.644,60.0,2.0
leste,"Rua Cantagalo, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",1.450,80.0,2.0
leste,"Rua Alora, Jardim Arize, São Paulo Zona Leste, São Paulo",1.200,54.0,2.0
leste,"Rua Catumbi, Catumbi, São Paulo Zona Leste, São Paulo",1.600,32.0,1.0
leste,"Alameda Dos Jurupis, Limoeiro, São Paulo Zona Leste, São Paulo",3.999,75.0,2.0
leste,"Rua João De Canha, Moóca, São Paulo Zona Leste, São Paulo",2.712,134.0,3.0
leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",2.958,67.0,2.0
leste,"Rua Ângelo Cori, Vila Robertina, São Paulo Zona Leste, São Paulo",2.700,116.0,3.0
leste,"Rua Folha De Santana, Vila Jacuí, São Paulo Zona Leste, São Paulo",1.250,100.0,3.0
leste,"Rua Sebastião Barbosa, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",1.720,90.0,3.0
leste,"Rua Pascoal Ranieri Mazzilli, Vila Miami, São Paulo Zona Leste, São Paulo",3.000,57.0,3.0
leste,"Rua Dianópolis, Parque Da Mooca, São Paulo Zona Leste, São Paulo",1.734,50.0,2.0
leste,"Rua Isaac Tabacow, Vila Granada, São Paulo Zona Leste, São Paulo",2.575,131.0,3.0
leste,"Rua Doutor Renato Maia, Jardim Jaú (zona Leste), São Paulo Zona Leste, São Paulo",2.900,200.0,3.0
leste,"Avenida Itaquera, Vila Carmosina, São Paulo Zona Leste, São Paulo",1.800,55.0,4.0
leste,"Rua Apadana, Vila Talarico, São Paulo Zona Leste, São Paulo",1.400,67.0,2.0
leste,"Rua Cajuru, Belenzinho, São Paulo Zona Leste, São Paulo",2.200,45.0,2.0
leste,"Avenida Doutor Bernardino Brito Fonseca De Carvalho, Vila Talarico, São Paulo Zona Leste, São Paulo",1.545,43.0,2.0
leste,"Rua Antônio Xavier De Matos, Engenheiro Goulart, São Paulo Zona Leste, São Paulo",1.100,62.0,2.0
leste,"Rua Doutor Pelágio Marques, Vila Matilde, São Paulo Zona Leste, São Paulo",1.260,65.0,2.0
leste,"Avenida Nicolau Jacinto, Jardim Artur Alvim, São Paulo Zona Leste, São Paulo",1.600,84.0,2.0
leste,"Rua Das Nemésias, Jardim Casa Pintada, São Paulo Zona Leste, São Paulo",700,48.0,1.0
leste,"Rua Santa Lúcia, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",3.800,160.0,3.0
leste,"Rua São Célso, Vila Domitila, São Paulo Zona Leste, São Paulo",700,40.0,1.0
leste,"Avenida Rio Branco, Lajeado, São Paulo Zona Leste, São Paulo",1.000,30.0,1.0
leste,"Avenida Alberto Ramos, Jardim Independencia, São Paulo Zona Leste, São Paulo",1.600,55.0,2.0
leste,"Rua Curupacê, Moóca, São Paulo Zona Leste, São Paulo",1.699,65.0,2.0
leste,"Rua Doutor Edgar Garcia Vieira, Vila Matilde, São Paulo Zona Leste, São Paulo",2.500,70.0,3.0
leste,"Rua Teodoro Mascarenhas, Vila Matilde, São Paulo Zona Leste, São Paulo",1.250,60.0,2.0
leste,"Rua Jarinu, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",1.440,32.0,1.0
leste,"Rua Henrique Sertório, Tatuapé, São Paulo Zona Leste, São Paulo",2.000,34.0,1.0
leste,"Rua Tapanhuma, Vila Mafra, São Paulo Zona Leste, São Paulo",1.400,45.0,2.0
leste,"Rua Pôrto Xavier, Vila Carmosina, São Paulo Zona Leste, São Paulo",3.200,60.0,3.0
leste,"Rua Felício Geraldo Nicolau, Vila Carrão, São Paulo Zona Leste, São Paulo",1.100,50.0,1.0
leste,"Rua Antero De Quental, Vila Santa Clara, São Paulo Zona Leste, São Paulo",1.530,57.0,1.0
leste,"Rua Marquês De Valença, Alto Da Mooca, São Paulo Zona Leste, São Paulo",1.300,43.0,1.0
leste,"Rua Pedra Lavrada, Parque Císper, São Paulo Zona Leste, São Paulo",816,30.0,1.0
leste,"Rua Olegário De Oliveira, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",1.100,50.0,2.0
leste,"Rua Monsenhor Francisco De Paula, Vila Aricanduva, São Paulo Zona Leste, São Paulo",2.700,250.0,3.0
leste,"Rua Carlito, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",4.500,120.0,2.0
leste,"Rua Camé, Moóca, São Paulo Zona Leste, São Paulo",3.296,170.0,2.0
leste,"Rua Manuel Vieira De Sousa, Moóca, São Paulo Zona Leste, São Paulo",7.000,400.0,4.0
leste,"Rua Maria Carlota, Vila Esperança, São Paulo Zona Leste, São Paulo",1.600,90.0,2.0
leste,"Rua Iná, Itaquera, São Paulo Zona Leste, São Paulo",1.300,78.0,2.0
leste,"Rua Toledo Piza, Maranhão, São Paulo Zona Leste, São Paulo",5.000,200.0,3.0
leste,"Rua Industrial, Vila Bela, São Paulo Zona Leste, São Paulo",2.015,122.0,2.0
leste,"Rua Costa Barros, Sítio Pinheirinho, São Paulo Zona Leste, São Paulo",1.133,47.0,2.0
leste,"Rua Major Ângelo Zanchi, Penha De Franca, São Paulo Zona Leste, São Paulo",2.850,150.0,3.0
leste,"Alameda Rainha Santa, Vila Carrão, São Paulo Zona Leste, São Paulo",6.300,190.0,3.0
leste,"Rua Carneiro Leão, Moóca, São Paulo Zona Leste, São Paulo",1.600,55.0,2.0
leste,"Rua Professora Sebastiana Silva Minhoto, Tatuapé, São Paulo Zona Leste, São Paulo",5.500,183.0,4.0
leste,"Avenida Vila Ema, Vila Ema, São Paulo Zona Leste, São Paulo",1.575,50.0,3.0
leste,"Rua Dos Donatários, Moóca, São Paulo Zona Leste, São Paulo",3.500,110.0,3.0
leste,"Rua Maria Carlota, Vila Esperança, São Paulo Zona Leste, São Paulo",1.100,40.0,2.0
leste,"Rua Das Uajarás, Jardim São João (zona Leste), São Paulo Zona Leste, São Paulo",1.100,50.0,1.0
leste,"Rua Alto Cafezal, Jardim Record, São Paulo Zona Leste, São Paulo",2.754,200.0,4.0
leste,"Rua Raimundo Machado, Jardim Cotinha, São Paulo Zona Leste, São Paulo",2.300,180.0,4.0
leste,"Rua Dos Estudantes, Jardim Nélia, São Paulo Zona Leste, São Paulo",2.100,28.0,1.0
leste,"Rua Doutor Benedito Gomes Da Silva, Sítio Da Figueira, São Paulo Zona Leste, São Paulo",3.600,298.0,3.0
leste,"Avenida Cangaíba, Jardim Jaú (zona Leste), São Paulo Zona Leste, São Paulo",2.100,40.0,1.0
leste,"Rua João Bizarro Da Nave, Vila Diva (zona Leste), São Paulo Zona Leste, São Paulo",700,45.0,1.0
leste,"Rua Do Acre, Vila Bertioga, São Paulo Zona Leste, São Paulo",2.300,75.0,3.0
leste,"Rua João Rodrigues Píres, Vila Carmem, São Paulo Zona Leste, São Paulo",1.734,65.0,3.0
leste,"Rua Cantagalo, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2.415,150.0,2.0
leste,"Avenida Alvaro Ramos, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.900,68.0,3.0
leste,"Rua Candelária Romana, Belenzinho, São Paulo Zona Leste, São Paulo",2.600,125.0,2.0
leste,"Rua Carlito, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.680,125.0,1.0
leste,"Rua Capitão Pacheco E Chaves, Vila Prudente, São Paulo Zona Leste, São Paulo",1.184,51.0,1.0
leste,"Rua Costa Barros, Vila Alpina, São Paulo Zona Leste, São Paulo",1.339,49.0,2.0
leste,"Rua Elisa De Carvalho, Vila Matilde, São Paulo Zona Leste, São Paulo",1.300,58.0,2.0
leste,"Rua General Bagnuolo, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1.100,28.0,1.0
leste,"Avenida São Miguel, Vila Marieta, São Paulo Zona Leste, São Paulo",700,39.0,1.0
leste,"Avenida São Miguel, Vila Marieta, São Paulo Zona Leste, São Paulo",700,35.0,1.0
leste,"Rua Mogi Mirim, Vila Bertioga, São Paulo Zona Leste, São Paulo",2.300,58.0,2.0
leste,"Rua Da Meação, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3.570,120.0,3.0
leste,"Rua Xavier Gouveia, Parque Colonial, São Paulo Zona Leste, São Paulo",13.500,154.0,3.0
leste,"Rua Embira, Jardim Popular, São Paulo Zona Leste, São Paulo",1.600,90.0,2.0
leste,"Rua Almadina, Itaquera, São Paulo Zona Leste, São Paulo",1.400,57.0,1.0
leste,"Rua Palmeira D#39oeste, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",3.300,140.0,3.0
leste,"Rua Rêgo Barros, Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",1.530,62.0,2.0
leste,"Rua Cristóvão Girão, Vila Formosa, São Paulo Zona Leste, São Paulo",2.700,74.0,3.0
leste,"Rua Marco Polo, Parque Boturussu, São Paulo Zona Leste, São Paulo",1.400,70.0,2.0
leste,"Rua Visconde De Sabóia, Vila Macedópolis, São Paulo Zona Leste, São Paulo",2.000,142.0,3.0
leste,"Rua Ministro Apolônio Salles, Jardim Tietê, São Paulo Zona Leste, São Paulo",1.300,100.0,3.0
leste,"Rua Odorico Mendes, Moóca, São Paulo Zona Leste, São Paulo",2.200,60.0,2.0
leste,"Avenida Doutor Orêncio Vidigal, Vila Carlos De Campos, São Paulo Zona Leste, São Paulo",2.266,70.0,3.0
leste,"Rua Jarinu, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",1.440,32.0,1.0
leste,"Rua Sargento Darcy Martins, Vila Antonieta, São Paulo Zona Leste, São Paulo",2.800,120.0,3.0
leste,"Rua Xavier De Assis, Parque São Lucas, São Paulo Zona Leste, São Paulo",5.000,385.0,4.0
leste,"Rua Isaura Vergueiro Naufel, Vila Nhocune, São Paulo Zona Leste, São Paulo",1.089,36.0,1.0
leste,"Rua Joaquim Lopes Figueira, Moóca, São Paulo Zona Leste, São Paulo",7.000,210.0,3.0
leste,"Rua São João Gualberto, Vila Mafra, São Paulo Zona Leste, São Paulo",1.800,120.0,3.0
leste,"Rua Madre De Deus, Moóca, São Paulo Zona Leste, São Paulo",1.840,56.0,2.0
leste,"Rua Plínio Réis, Vila Euthalia, São Paulo Zona Leste, São Paulo",2.900,170.0,3.0
leste,"Praça Conceição Do Herval, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.100,46.0,1.0
leste,"Rua Piranji, Vila Invernada, São Paulo Zona Leste, São Paulo",5.000,150.0,3.0
leste,"Rua Bolívar Ribeiro Boaventura, Jardim Penha, São Paulo Zona Leste, São Paulo",1.751,55.0,2.0
leste,"Rua Argonautas, Vila Formosa, São Paulo Zona Leste, São Paulo",3.000,126.0,3.0
leste,"Rua Sousa Brasil, Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",4.000,250.0,3.0
leste,"Praça Conceição Do Herval, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.150,49.0,1.0
leste,"Rua Serra De Juréa, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",1.200,30.0,1.0
leste,"Praça Conceição Do Herval, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.100,43.0,1.0
leste,"Rua Jardim Das Margaridas, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",942,38.0,1.0
leste,"Avenida Aricanduva, Vila Califórnia, São Paulo Zona Leste, São Paulo",1.300,47.0,2.0
leste,"Praça Barão De Itaqui, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2.796,45.0,1.0
leste,"Rua Das Antas, Conjunto Residencial Sitio Oratório, São Paulo Zona Leste, São Paulo",1.500,50.0,2.0
leste,"Rua São Ticiano, Vila Formosa, São Paulo Zona Leste, São Paulo",5.000,90.0,3.0
leste,"Avenida Doutor Francisco Mesquita, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",2.050,45.0,2.0
leste,"Rua Zacarias De Gois, Parque Colonial, São Paulo Zona Leste, São Paulo",4.200,50.0,1.0
leste,"Rua Vitoantonio Del Vecchio, Parque Da Mooca, São Paulo Zona Leste, São Paulo",5.200,170.0,3.0
leste,"Rua Fioravante Lopes Garcia, Jardim Belém, São Paulo Zona Leste, São Paulo",2.000,200.0,2.0
leste,"Rua Manuel Vieira De Sousa, Moóca, São Paulo Zona Leste, São Paulo",7.000,220.0,3.0
leste,"Rua Euclides Pacheco, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",1.575,78.0,3.0
leste,"Rua Luiz Gastão, Parque São Lucas, São Paulo Zona Leste, São Paulo",4.000,132.0,3.0
leste,"Rua Xavier Gouvêia, Parque Colonial, São Paulo Zona Leste, São Paulo",12.000,150.0,3.0
leste,"Travessa Armando Rivir, Vila Prudente, São Paulo Zona Leste, São Paulo",2.500,140.0,3.0
leste,"Rua Natal Meira De Barros, Jardim Aricanduva, São Paulo Zona Leste, São Paulo",2.500,60.0,2.0
leste,"Rua Vale Formoso, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.200,54.0,2.0
leste,"Rua Vale Formoso, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.200,52.0,2.0
leste,"Rua Itapura, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",1.648,70.0,2.0
leste,"Rua Vale Formoso, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.250,55.0,2.0
leste,"Rua Baguari, Tatuapé, São Paulo Zona Leste, São Paulo",2.244,59.0,2.0
leste,"Rua Domingos Silva, Vila Laís, São Paulo Zona Leste, São Paulo",2.040,72.0,3.0
leste,"Avenida Pires Do Rio, Vila Taquari, São Paulo Zona Leste, São Paulo",1.900,64.0,3.0
leste,"Rua Pedro Bellegarde, Chácara Califórnia, São Paulo Zona Leste, São Paulo",1.750,50.0,2.0
leste,"Rua Antônio Tertuliano, Parque Boturussu, São Paulo Zona Leste, São Paulo",1.200,70.0,2.0
leste,"Rua Pereira Da Silva, Moóca, São Paulo Zona Leste, São Paulo",2.828,110.0,2.0
leste,"Rua Serra Da Bocaina, Quarta Parada, São Paulo Zona Leste, São Paulo",2.270,50.0,2.0
leste,"Rua Serra Da Bocaina, Quarta Parada, São Paulo Zona Leste, São Paulo",2.060,60.0,3.0
leste,"Rua Diamante Preto, Chácara Califórnia, São Paulo Zona Leste, São Paulo",1.650,60.0,2.0
leste,"Rua General Bagnuolo, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",2.550,53.0,2.0
leste,"Rua Francisco Zicardi, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",5.000,180.0,3.0
leste,"Rua Javari, Moóca, São Paulo Zona Leste, São Paulo",2.200,75.0,2.0
leste,"Rua João Teixeira Da Silva, Vila Invernada, São Paulo Zona Leste, São Paulo",2.400,78.0,2.0
leste,"Rua Luís Pinto, Vila Carrão, São Paulo Zona Leste, São Paulo",5.500,300.0,4.0
leste,"Rua Guirá-acangatara, Jardim São Francisco (zona Leste), São Paulo Zona Leste, São Paulo",1.600,45.0,2.0
leste,"Rua Winifred, Vila Carrão, São Paulo Zona Leste, São Paulo",2.100,60.0,1.0
leste,"Rua Vitoantonio Del Vecchio, Parque Da Mooca, São Paulo Zona Leste, São Paulo",3.200,30.0,1.0
leste,"Rua Andrade Reis, Moóca, São Paulo Zona Leste, São Paulo",1.751,36.0,1.0
leste,"Rua Ipanema, Moóca, São Paulo Zona Leste, São Paulo",2.300,67.0,2.0
leste,"Rua São Roberto, Vila Marieta, São Paulo Zona Leste, São Paulo",3.060,235.0,3.0
leste,"Avenida Olavo Egídio De Souza Aranha, Parque Císper, São Paulo Zona Leste, São Paulo",1.700,50.0,2.0
leste,"Rua Frei Agostinho De Jesus, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.100,38.0,1.0
leste,"Rua Lupianópolis, Jardim Maringá, São Paulo Zona Leste, São Paulo",850,48.0,1.0
leste,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.200,55.0,2.0
leste,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.000,38.0,2.0
leste,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.000,38.0,2.0
leste,"Avenida Jacu-pêssego, José Bonifácio, São Paulo Zona Leste, São Paulo",1.030,60.0,2.0
leste,"Rua Tapanhuma, Vila Mafra, São Paulo Zona Leste, São Paulo",1.400,45.0,2.0
leste,"Rua Andrade Réis, Moóca, São Paulo Zona Leste, São Paulo",2.550,35.0,1.0
leste,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.200,55.0,2.0
leste,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.100,42.0,2.0
leste,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.000,38.0,2.0
leste,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.000,38.0,2.0
leste,"Rua Anália Franco, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3.300,70.0,1.0
leste,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.100,42.0,2.0
leste,"Rua Claúdia, Vila Marieta, São Paulo Zona Leste, São Paulo",1.400,60.0,2.0
leste,"Rua Antônio Valencia, Conjunto Habitacional Padre Manoel De Paiva, São Paulo Zona Leste, São Paulo",1.318,48.0,2.0
leste,"Avenida Condessa Elisabeth De Robiano, Jardim América Da Penha, São Paulo Zona Leste, São Paulo",1.700,53.0,2.0
leste,"Rua Tenente Coronel Soares Neiva, Vila Aricanduva, São Paulo Zona Leste, São Paulo",1.230,36.0,2.0
leste,"Rua Mauro Pinheiro, Chácara Califórnia, São Paulo Zona Leste, São Paulo",2.910,190.0,2.0
leste,"Rua Tanquinho, Tatuapé, São Paulo Zona Leste, São Paulo",4.500,137.0,3.0
leste,"Rua Barão De Tatuí, Jardim Santa Adélia, São Paulo Zona Leste, São Paulo",1.916,62.0,2.0
leste,"Rua Claraval, Jardim Tietê, São Paulo Zona Leste, São Paulo",2.910,75.0,2.0
leste,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",3.300,65.0,2.0
leste,"Rua Albino Arilla, Vila Oratório, São Paulo Zona Leste, São Paulo",2.500,185.0,2.0
leste,"Rua Edgar De Sousa, Vila Aricanduva, São Paulo Zona Leste, São Paulo",2.600,150.0,3.0
leste,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.100,42.0,2.0
leste,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.000,38.0,2.0
leste,"Rua Doutor Pelágio Marques, Vila Matilde, São Paulo Zona Leste, São Paulo",1.300,75.0,2.0
leste,"Rua Santo Henrique  1028, Vila Ré, São Paulo Zona Leste, São Paulo",1.300,45.0,2.0
leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1.490,25.0,1.0
leste,"Av.aricanduva, 9340, Jardim Colonial, São Paulo Zona Leste, São Paulo",1.400,49.0,2.0
leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1.490,25.0,1.0
leste,"Rua Serra De Juréa, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",1.370,30.0,1.0
leste,"Rua Conde Prates, Parque Da Mooca, São Paulo Zona Leste, São Paulo",1.190,20.0,1.0
leste,"Rua Doutor Domingos Americano, Jardim Iva, São Paulo Zona Leste, São Paulo",2.500,300.0,3.0
leste,"Rua Umberto Gorgati, Vila Talarico, São Paulo Zona Leste, São Paulo",1.260,50.0,1.0
leste,"Rua Japuruchita, Alto Da Mooca, São Paulo Zona Leste, São Paulo",2.000,70.0,1.0
leste,"Rua Das Heras, Vila Lucia, São Paulo Zona Leste, São Paulo",920,40.0,1.0
leste,"Jardim Brasília (zona Leste), São Paulo Zona Leste, São Paulo",5.000,311.0,
leste,"Rua Rocha Fraga, Cangaíba, São Paulo Zona Leste, São Paulo",700,38.0,1.0
leste,"Rua Jaboticabal, Vila Bertioga, São Paulo Zona Leste, São Paulo",1.650,35.0,1.0
leste,"Rua Maria Teresa Assunção, Vila São Geraldo, São Paulo Zona Leste, São Paulo",1.000,50.0,1.0
leste,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.000,42.0,2.0
leste,"Avenida Cipriano Rodrigues, Vila Formosa, São Paulo Zona Leste, São Paulo",1.800,62.0,3.0
leste,"Rua Alcácer Kehir, Vila Santo Estevão, São Paulo Zona Leste, São Paulo",1.122,28.0,1.0
leste,"Rua Alcácer Kehir, Vila Santo Estevão, São Paulo Zona Leste, São Paulo",1.122,28.0,1.0
leste,"Nao Informado, Parque Das Paineiras, São Paulo Zona Leste, São Paulo",750,,1.0
leste,"Rua José Guimarães 7, Ermelino Matarazzo, São Paulo Zona Leste, São Paulo",750,40.0,2.0
leste,"Rua Acariabu 38, Vila Nova York, São Paulo Zona Leste, São Paulo",1.600,100.0,2.0
leste,"Agrimensor Sugaya 1437, Itaquera, São Paulo Zona Leste, São Paulo",1.208,47.0,2.0
leste,"Rua Capitão Ferraioulo 125, Vila Invernada, São Paulo Zona Leste, São Paulo",850,50.0,1.0
leste,"Rua Agrimensor Sugaya, Colônia (zona Leste), São Paulo Zona Leste, São Paulo",835,49.0,2.0
leste,"Rua Dario Pozzo, Conjunto Residencial José Bonifácio, São Paulo Zona Leste, São Paulo",700,32.0,
leste,"Freguesia De Poiares 178, Itaquera, São Paulo Zona Leste, São Paulo",1.000,50.0,2.0
leste,"Amador Bueno Da Veiga 282, Penha De Franca, São Paulo Zona Leste, São Paulo",299,6.0,1.0
leste,"Rua Maria Daffre, 155, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",2.000,57.0,2.0
leste,"Rua Dom Bosco 613, Moóca, São Paulo Zona Leste, São Paulo",1.160,18.0,1.0
leste,"Conceição Do Formoso 373, Jardim Cotinha, São Paulo Zona Leste, São Paulo",13.000,291.0,
leste,"Principe Do Grão Para 134, Itaquera, São Paulo Zona Leste, São Paulo",990,32.0,1.0
leste,"Vila Moreira, São Paulo Zona Leste, São Paulo",1.500,30.0,
leste,"Vila Prudente, São Paulo Zona Leste, São Paulo",1.000,30.0,1.0
leste,"Vila Prudente, São Paulo Zona Leste, São Paulo",1.200,38.0,
leste,"Conjunto Residencial Sitio Oratório, São Paulo Zona Leste, São Paulo",1.250,1.0,2.0
leste,"Vila Matilde, São Paulo Zona Leste, São Paulo",2.200,75.0,3.0
leste,"Jardim Avelino, São Paulo Zona Leste, São Paulo",4.000,180.0,3.0
leste,"Avenida Mário Alves, Jardim Pedro José Nunes, São Paulo Zona Leste, São Paulo",1.800,125.0,3.0
leste,"Rua Fioravante Lopes Garcia, Jardim Belém, São Paulo Zona Leste, São Paulo",1.100,45.0,2.0
leste,"Belenzinho, São Paulo Zona Leste, São Paulo",2.300,115.0,3.0
leste,"Vila Mesquita, São Paulo Zona Leste, São Paulo",1.500,70.0,2.0
leste,"Rua Serra Do Japi, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",10.500,470.0,
leste,"Rua Abadiânia, Vila Guilhermina, São Paulo Zona Leste, São Paulo",15.000,1320.0,
leste,"Avenida Manoel Dos Santos Braga, Vila Robertina, São Paulo Zona Leste, São Paulo",1.600,67.0,2.0
leste,"Vila Silvia, São Paulo Zona Leste, São Paulo",1.400,40.0,2.0
leste,"Vila Granada, São Paulo Zona Leste, São Paulo",55.000,2600.0,
leste,"Catumbi, São Paulo Zona Leste, São Paulo",1.200,28.0,1.0
leste,"Rua Astorga,
                430, Vila Guilhermina, São Paulo Zona Leste, São Paulo",30.000,400.0,
leste,"Avenida São Miguel, Jardim Cotinha, São Paulo Zona Leste, São Paulo",52.000,2000.0,
leste,"Belenzinho, São Paulo Zona Leste, São Paulo",3.500,100.0,
leste,"Rua Engenheiro Manuel Osório, Vila Doutor Eiras, São Paulo Zona Leste, São Paulo",12.000,900.0,
leste,"Rua Virgínia De Miranda, Jardim Norma, São Paulo Zona Leste, São Paulo",1.100,54.0,2.0
leste,"R. Vilela, 652, Vila Azevedo, São Paulo Zona Leste, São Paulo",2.850,40.0,
leste,"Rua Queriri, Chácara Califórnia, São Paulo Zona Leste, São Paulo",1.100,40.0,1.0
leste,"Vila Prudente, São Paulo Zona Leste, São Paulo",1.010,30.0,1.0
leste,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",10.000,400.0,
leste,"Rua Tijuco Preto,
                744, Tatuapé, São Paulo Zona Leste, São Paulo",20.000,200.0,
leste,"Avenida Celso Garcia, Tatuapé, São Paulo Zona Leste, São Paulo",4.240,102.0,3.0
leste,"Rua Henrique Sertório, Tatuapé, São Paulo Zona Leste, São Paulo",3.066,66.0,2.0
leste,"Penha De Franca, São Paulo Zona Leste, São Paulo",1.450,25.0,
leste,"Rua Flores Do Piauí, Itaquera, São Paulo Zona Leste, São Paulo",7.000,250.0,
leste,"Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",28.000,4000.0,
leste,"R. Vilela, 652, Vila Azevedo, São Paulo Zona Leste, São Paulo",2.750,40.0,
leste,"Rua Joviânia, Vila Carmosina, São Paulo Zona Leste, São Paulo",960,50.0,2.0
leste,"Rua Tembetaru, Jardim Das Camélias, São Paulo Zona Leste, São Paulo",612,28.0,1.0
leste,"Rua Norberto Esteves, Vila São Geraldo, São Paulo Zona Leste, São Paulo",750,35.0,1.0
leste,"Avenida São Miguel, Vila Norma, São Paulo Zona Leste, São Paulo",1.200,30.0,
leste,"Chácara Seis De Outubro, São Paulo Zona Leste, São Paulo",1.900,70.0,2.0
